4	-0,017999997
5	0,386000013
6	0,526000019
7	0,588000031
8	0,302000024
9	0,518000031
10	0,37000002
11	0,196000013
12	0,416000011
13	0,304000022
14	0,160000014
15	0,112000004
16	0,108000004
17	0,040000004
18	0,024000004
19	0,102000002
20	0,036000005
21	0,112000005
22	0,098000002
23	0,044000003
